text,label
"Cái khúc sum họp đã tính ngưng khóc rồi.Ost vang lên, như một đứa trẻ khóc chả quan tâm ai xung quanh 😢",5
,
,
"Ngày còn bé mẹ luôn dành nhiều thời gian cho bạn móm từng miếng ăn giấc ngủ cho bạn,nhưng khi bạn lớn bạn luôn chạy theo những xa xỉ bên ngoài mà quên mẹ cũng đang rất cần bạn,dù thế giới ngoài kia rộng lớn ntn nhưng khi ve nhà voi mẹ con luôn là đứa trẻ được yêu thương và vổ về cho dù con mắc sai lầm ntn đi nua nhưng mẹ không bao giờ bỏ rơi con😢",3
,
,
,
,
"Một kỳ nghỉ 30/4 đầy ý nghĩa với mình năm nay không phải là những chuyến đi chơi, chuyến đi du lịch nữa. Đơn giản là được ở bên cạnh gia đình, ở bên cạnh những người thân yêu của mình và góp phần trong ý nghĩa là đã dành thời gian để ra rạp xem trọn bộ phim. Với một người bình thường như mình thì chỉ đơn giản là cảm xúc. Cảm ơn đạo diễn Lý Hải và các diễn viên đã thực hiện trọn vẹn một bộ phim ý nghĩa mang chủ đề gia đình. 10 điểm không có nhưng",5
respect lý hải và ekip phim,4
,
,
,
"Coi phim khóc 9, về nghe lại bài nhạc khóc muốn lụt nhà",5
,
,
,
,
,
,
,
Khi nhận ra...con đã không kịp để vẽ lại những gì mẹ muốn...,4
"Những thước phim của chú Hải quá đẹp luôn, cảm ơn chú vì bộ phim ❤",4
"Thật sự bài hát này và giọng hát đầy cảm xúc của Bùi Anh Tuấn khi kết thúc bộ phim đã lấy nước mắt của tôi .... Cảm ơn anh Lý Hải đã mang đến bộ phim đầy tình cảm, cảm ơn Tuấn rất nhiều.... bài hát chạm lòng của khán giả xem phim 😢😢😢",5
,
,
,
,
,
"Xem phim đến đoạn này, bài hát vang lên....chạm đến trái tym những ng trong rạp....ai cũng khóc hết",5
"Mình đã xem phim, phim rất hay và ý nghĩa nha mọi người ơi",4
Mới ra khỏi rạp được 1 tiếng mọi ng ạ.có nhiều cảm xúc lắm.có khi chúng ta sẽ thấy chính mình trong đó….còn cha mẹ là điều tuyệt vời nhất lúc này…chắc đã lâu rồi chúng ta chưa nói ..con yêu Ba Mẹ rất nhiều….0h58 29/04/2024,4
,
,
,
,
,
,
"Hôm nay mình với bé cùng đi xem. Lần đầu tiên xem 1 bộ phim Việt ngoài rạp, và Lật mặt 7- Một điều ước là sự lựa chọn đúng đắn của mình. Mình khóc quá trời luôn và bé con thấy mình khóc lại quay ra nắm tay, đưa khăn giấy.😂 Cảm ơn Lý Hải đã sx bộ phim quốc dân mà tất cả mọi người đều xem được, OST này cũng tuyệt vời luôn. ❤❤❤",5
,
,
Khúc hết phim nghe khóc muốn chết,5
,
,
,
,
,
,
,
,
,
,
"Phim rất ý nghĩa, cả rạp xem mà cùng khóc cùng cười luôn!",5
,
,
,
,
,
,
"Đã xem phim và đã khóc khá nhiều dù là con trai, phim khắc họa chi tiết cuộc sống hiện tại, dù giàu hay nghèo cái quan trọng nhất vẩn là tình cảm con người với nhau và ai cũng sẽ có nhưng vấn đề, những nỗi khổ riêng trong cuộc sống. phim hay mọi người nên giới thiệu và  khuyên người thân xung quanh đi xem để có những nốt lặng cảm xúc trong tâm hồn khi mà cuộc sống ngoài kia quá xô bồ và hối hả trôi đi.Cảm ơn đạo diễn Lý Hải.",5
,
,
,
,
"Em cũng thấy đánh giá phim này hay. Từ Lật Mặt 1 - 7 em không sót phần nào. Mỗi phần đều mỗi cảm xúc khác nhau. Nhưng lần này Lật Mặt 7 dù nội dung không quá mới, cũng xoay quanh ""mỗi cây mỗi hoa, mỗi nhà mỗi cảnh"" nhưng lại rất thật và rất thấm. Coi mà cả em lẫn ba mẹ đều khóc. Rất đỉnh, cảm ơn ekip rất nhìuuu ạa😢😢🎉🎉",5
,
,
Cảm ơn chú và ê kíp vì đã làm ra bộ phim nay Đối với con chưa bao giờ làm được điều gì để ba mẹ mình vui nhưng con chỉ muốn nói con yêu gia đình của con,4
Thực sự đây là bộ film rất cảm động,4
,
,
,
"Đi coi phim về phải kiếm nhạc phim nghe liền. Phim hay lắm nha mọi người, nên dẫn cha mẹ người thân đi coi",5
phim ý nghĩa lắm ạ😢😢😢😢,4
,
Film làm khóc điên luôn á tr,5
,
,
"Mình xem phim hôm đầu tiên chiếu rồi, hnay nghe lại nhạc phim xong rưng rưng. Nhạc phim năm nào cũng đỉnh hết. Phim năm nào cũng đỉnh, riêng năm nay làm tui khóc nức nở, cả rạp khóc huhu",5
,
"cảm ơn sản phẩm của chú Hải, cho con biết được áp lực của đồng tiền và điều mà mẹ thật sự cần ở con của mình.",4
,
,
,
,
,
,
,
,
,
,
,
,
,
"ê má ns tht, cười thì banh rạp, cười phá lên, còn khóc thì k thể ngừng , tht sự quá hayy. VIỆT NAM có Trấn Thành và Lí Hải, tính ra cx giúp 1 phần nào đó an ủi màn điện ảnh việt nam",
,
"Hôm bữa đi xem, bài này bật lên nghe mà khóc luôn :(",5
,
,
,
,
,
,
,
,
Vừa xem vừa xin lỗi em bé trong bụng vì ngồi khóc từ đầu đến cuối phim 😂,5
,
,
,
,
,
,
,
,
,
,
,
,
,
"Cảm ơn anh Lý Hải đã đem Tuấn Tồ trở lại. Một bộ phim, một OST quá hay, quá xúc động. Em đã khóc khi nghe Tuấn hát. Một lần nữa cảm ơn anh và Tuấn Tồ❤❤",5
,
Phim khắc họa hình ảnh 1 người Mẹ thật sự rất tuyệt vời.Phim cho ta rất nhiều bài học cuộc sống về gia đình.,4
,
,
Nghịch lý cuộc đời: Cha mẹ “bao bọc” con quá nhiềᴜ…vô tình tạo ra những đứa trẻ vô ơn.,3
,
Bộ phim làm mình rơi nước mắt liên tục. Diễn viên đóng vai mẹ rất hay. Mẹ lúc nào yêu thương con vô điều kiện,5
,
,
,
,
,
,
"Đi xem Lật Mặt ko thiếu phần nào, xem phim đã hay và xúc động rồi thêm bài hát nữa là muốn xỉu luôn, ủng hộ chú Lý Hải, ủng hộ chú Tuấn nhà e😍",4
,
,
,
,
,
,
,
,
Phim lật mặt 7 rất hay và ý nghĩa. Sau xem xong mình lại có thoáng suy nghĩ hy vọng lật mặt 8 làm về chủ đề chiến tranh.❤,4
Xem phim khóc quá trời,4
,
,
,
,
Tui coi phim này ngay đúng ngày sinh nhật tui 26/4.Khóc lên khóc xuống trong rạp.Phim hay lắm ạ❤❤❤,5
,
,
Nhạc này cất lên là nhìn quanh quá trời người khóc. Phim hay nhạc hay đúng hoàn cảnh. Tuyệt vời cảm ơn Anh Hải,5
"Lúc xem phim, khi bài hát này vang lên tôi chỉ muốn tìm ngay tên bài hát, với tôi nó là bài hát vô cùng ý nghĩa, nó chạm vào trái tim tôi, từng tế bào trong tôi.",5
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Mỗi nhà của mỗi đứa con là mỗi hoàn cảnh riêng chiếu tới đâu cũng có vui có buồn😢 bỏ tiền xem phim này quá đáng tiền luôn á thật sự muốn đi xem lại lần nữa😊 lần đầu xem phim rạp mà khóc thành tiếng luôn nước mắt chảy hoài ko ngừng😭😭 từ nhạc tới phim xem mờ ko ngừng ko luôn á trời ơi😢,5
,
,
,
,
,
,
,
,
,
,
,
,
"Phim hay lắm, đến đoạn giọng Tuấn cất lên cảm xúc vỡ òa lun!!!",4
,
,
,
"Mình cực thích cái cách a Lý Hải chọn từ diễn viên  cho đến ca sĩ hát nhạc phim! Ko cần phải nổi tiếng mới đc mời, ko cần phải người đang ở trên đỉnh cao mới mời❤",4
,
,
,
,
"Phải công nhận mẹ chú Lý Hải rất đặc biệt, không phải cha mẹ nào cũng nói lời xin lỗi đến con cái đâu ạ, mà coi phim là sai gì cũng xin lỗi. Coi thấy thương luôn á❤",4
,
,
,
,
"Cám ơn chú Lý Hải, Cô Thanh Hà và tất cả cô chú anh chị ekip đã làm ra một bộ phim truyền tải ý nghĩa tuyệt vời như thế này ♥️♥️♥️",5
,
,
"Cám ơn anh Lý Hải, cám ơn anh đã tạo 1 sản phẩm vô cùng ý nghĩa, vô cùng hay, em lúc nào cũng ủng hộ các sản phẩm của anh.",5
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"Phim hay và rất ý nghĩa. Nhạc phim đỉnh, vừa cất lên là nc mắt tuôn trào. 😢",5
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Phim rất hay -  từ lật mặt 1 tới 7 luôn xem từ suất chiếu sớm ❤❤❤❤,4
,
Tại sao lại làm bộ phim hay như vậy chứ làm tui khóc rồi nè..phim nhạc cái j cũng cảm xúc hết vậy trời ❤❤❤,5
,
,
,
,
,
,
"Phim dở như hạch,thà xem lại Cô nàng ngổ ngáo từ 2001 Korea hay gấp vạn",1
,
Phim nhảm nhí thật sự phí tiền,1
,
,
,
,
,
,
,
,
"Cá nhân e thì cái đoạn nói dân miền biển k hành xử như vậy, quan điểm của e là trong phim ý nói người này người kia thôi chứ k hẳn đánh đồng dân biển, kiểu riêng e thì thấy đúng y với e trong trường hợp này luôn, e cũng lấy vợ Miền Trung, vùng biển, đúng là họ cực kì nhiệt tình hiếu khách, nhưng cũng có 1 số người bình thường cực kì nhiệt tình nhưng nhậu vô lầy y vậy k khác gì lun... E còn nhớ sau khi lấy vợ do dịch covid này kia các kiểu, hết dịch thì sinh con + công việc xáo trộn k về thăm quê vợ trong 3 năm, do 3 năm nên quên 1 số bà con bên vợ vì họ quá đông, chưa kể bà con kiểu con của anh em với cả ông bà bên vợ nữa, nên k thể nào nhớ hết được, nhưng chung quy họ rất nhiệt tình khi nghe vợ chồng e về, cũng làm tiệc y vậy k khác chút nào, và tình trạng e cũng y Quốc Anh k khác gì lun, cũng ngồi để họ hỏi chuyện rất nhiều và cũng y đoạn QA nhắn tin cầu cứu vợ thì e cũng y vậy cũng nt kêu vợ ngồi gần để nc giúp vì k biết phải nói gì. Xong cũng có vài ông cậu cứ ép uống bia, hên e cũng biết uống và đô k quá tệ, nhưng cũng k thể so với mấy ổng đc, và sau khi nhậu thì mấy ổng lầy lên xong ngồi trách:"" sao mấy năm qua k biết về thăm bà con bên vợ, có ai xin tiền m này nọ đâu mà m sợ"" xong mấy ông kia cũng kiểu: m biết ông này là ai k? Biết ông kia là ai k?"" Xong trách tiếp. Rồi lôi nhiều việc ra trách, vậy nhưng sáng hôm sau ngủ dậy lại bình thường và rất nhiệt tình. Nên e nghĩ đoạn này nói về con người chứ k phải nói về vùng miền. Vùng nào cũng có những người giống giống tính vậy.",3
,
,
"Giống như Trấn Thành nói, Tết xem phim để giải trí, thư giãn đầu óc, nên mình chỉ thích xem hài không thích phim bi. Nên mình thấy hay vì không mong mỏi gì nhiều mà chỉ muốn xem diễn viên Việt Nam đóng tự nhiên, không bị gượng như hồi xưa, bi thì nhẹ nhàng, đỡ bị nặng đầu. Kết thúc thì hậu ơi là hậu luôn. Sau phim này mình mong Trấn Thành làm 1 phim mà cười từ đầu cho đến cuối, cười đã luôn chứ phim BTBT chưa cười được nhiều.",4
,
,
,
,
"Chuyên môn tôi ko biết tôi ko nói nhưng về độ chiêu trò PR, truyền thông, thương mại thì Trấn Thành rất lắm trò để PR phim, nên phim dở thì cũng thu về mấy trăm tỉ. Chưa kể ông TT đã là 1 người quá nổi tiếng ở Việt Nam rồi.",1
Bộ phim coi mà đơ từ đầu tới cuối câu chử chán đi vệ sinh thi nói đi ỉa thô vc 2 ông giám đốc ngân hàng thi thua mầy tao vơi nhau nhìn phèn vc đưa mấy câu hót tiktok vô những khúc vô duyên thi thôi luôn,1
"Riêng toi thấy phim hay nha, có lẽ sau Mai mọi người đặt kỳ vọng cao quá nên mới đôi phần hụt hẫng khi coi",4
,
,
,
,
"Mình công nhận phim lần này của Trấn Thành làm kh bằng những bộ trước. Kh có đọng lại cho khán giả thông điệp và cảm xúc đặc biệt ( buồn, vui hay tiếc nuối như phim Mai ) dù là phim thiên về hài nhma hài kh tới bùn cx kh tới ( có cảnh cãi nhau của nv chính thì để lại thông điệp đấy ). Xem xong thấy nó mờ nhạt và kh ấn tượng, kh khai thác được Nv như anh Dưa leo đã nói. Mở đầu phim kh có liên kết đi rất nhanh rất lộn xộn chưa kịp hiểu nội dung",2
,
Coi phim trấn Thành thôi để bật tv coi thế giới động vật hay hơn,1
,
,
,
đúng là phim này coi thấy bình thường và lan man sao đó. mình k muốn coi lại. trước mình coi phim Mai thấy rất ấn tượng và đã đi coi lại vẫn thấy thích,2
,
"nói trắng ra là phim không hay, nhiều phim khác chất lượng cũng ổn áp mà ông này chê muốn banh xác. Tới phim này sao không mạnh miệng kiểu vậy.",2
,
Lần đâu coi 1 bộ phim mà muổn bỏ đi về ngang luôn,1
"Phim Bố già,Nhà bà nữ,.....mình coi chưa tới 5 phút thì tắt và không bao giờ xem lại.còn hay hay dỡ tùy theo suy nghĩ của mỗi người nên mình không đánh giá.",1
"Mấy hôm nay ồn ào về phim BTBT . hay và k hay , trên fb mjk nghĩ phần lớn mn sẽ chê theo phong trào .nên mình đợi clip của Dưa Leo lên nói về phim . vì dù mn có đi xem nhiều khi biết đoạn ý trên phim nó lấn cấn nhưng k phân tích dc kỹ . nên xem qua clip Dưa Leo nói về phim sẽ hiểu rõ . và đánh giá chính xác hơn về phim mà k phải kiểu khen chê  theo phong trào.  Còn về BTBT thì đúng là phim tụt hạng hơn so với các bộ phim khác của TT . Nhưng nếu xem kiểu so sánh phim cũ phim mới . nhưng vs mình phim vẫn ở mức ok . k chán . chỉ là các phim cũ TT làm quá hay nên mn lấy đó làm mốc để đánh giá phim BTBT . Mong mn xem vs tâm thế k so sánh để có thể đánh giá khách quan.",3
"Xin ngắn gọn khách quan: 1. Sạn, Có. Hài vãi cảnh lố như xe máy Trấn Thành đâm vào 🚗 người nhà, sao lại ngẫu nhiên vậy. Rồi vài cảnh hài lố hơi nhảm. Tình tiết livestream ko rõ ràng là đúng. Lạm dụng cách diễn nhân vật nhìn vào ống kính hơi nhiều.. 2. Cái được cũng khá ok. Nội dung khá gần với đời thực. Tình yêu của 2 ng là khá giống ngoài đời, chung sống nhưng ko yêu. Xung đột 2 ng khá giống ngoài đời, đôi khi những cái nhỏ lại khiến tình cảm rạn nứt. Cách quay phim cũng khá ok. Chuyển cảnh cũng được, âm thanh ok. Cách kể chuyện từ đoạn Lê Dương Bảo Lâm thú nhận cũng khá ok. 3. Tóm lại: phim ko tệ như Review và comment của nhiều ng. Mình thấy ổn. Ko bằng 3 phim trước nhưng phim này vẫn khá hay. Chấm điểm: 8. (Quan điểm cá nhân. Hoan hỉ nhé 😊)",3
"Đúng phim này Ko hài thiên về tình cảm nhiều mà nó nhạt lắm, chắc mảng tình cảm tthanh hơi kém. Mà thôi hay dỡ cũng coi rồi😅",2
,
"Nói chung phim sơ sài mà cách kể cũng dở, ẩu gòi",1
,
,
"Bạn mình hỏi mình đi xem phim hay kg? Mình trả lời ngắn gọn “ dỡ,hối hận khi xem”",1
Phim nhạt nhẽo hời nhợt vô nghĩa.,1
,
,
100 lê giang ko dám kiêu trên dưa leo,
"Má phim dở thiệt bây ơi, ck t nó khoái Trấn Thành mà nay nó ngủ gục bây ơi, hay là do t kì vọng quá nhiều nên thất vọng hả 😪",1
,
,
,
,
,
,
Khúc quảng cáo thẻ VIB quá lố bịch 😂😂😂😂,2
phim hài não ngắn,1
,
,
,
"Hài vô duyên nhất là chỉ dùng mặt mũi để diễn, mà tình huống không có gì đáng cười",1
,
,
"Xem để thưởng thức trải nghiệm Chứ không phải xem để bắt lỗi"" Giống như người biết ăn cay. Biết ăn cay thì món ăn cay cay sẽ ngon. Không ăn được cay thì sẽ ăn không ngon khi các món có cay",3
,
"Doanh thu, suất chiếu B4BT sụt thấy rõ. Nội hàm phim ko tốt, hiệu ứng truyền miệng ko cao + Truyền thông theo cách tiêu cực từ chính ekip + Sức mạnh anti fan Trấn Thành sít đin NHBT của Thu Trang đã đạt hiệu quả. Doanh thu giờ khó mà qua đc Nhà bà Nữ hoặc cứ đà giảm sâu hơn thì thậm chí ko qua nổi Bố già chứ đừng nói Mai. Năm ngoái Mai còn thắng Lật mặt 7 của Lý Hải chứ năm nay B4BT thua Lật mặt 8 r. Năm ngoái Mai ko mấy kì vọng vì phim về tình yêu lứa đôi ko phải gia đình, ko phải phim hài lại còn giới hạn độ tuổi vậy mà thắng lớn nhờ phim ổn, hiệu ứng truyền miệng tốt + kì nghỉ tết dài tới tận mùng 9, 10. Năm nay ngược lại ai cũng kì vọng TT sẽ phá kỷ lục của chính mình khi quay lại chuyên môn làm hài, 5 ngày tết đều liên tục lập kỷ lục nhưng chỉ dừng lại ở đó. Bởi ko hi vọng thì khỏi thất vọng 😅. Với một phim mà doanh thu mấy trăm tỷ chính là thành công lớn nhưng với phim TT ko vượt qua đc phim trước đã là thất bại r. TT sau phim này chắc áp lực phải vượt qua bản thân lớn lắm, có khi thất vọng nên tết năm sau ko còn phim TT nữa đâu. Sẽ ko còn những lời kêu ca như ép suất chiếu, độc chiếm phim tết... các tác phẩm (và rác phẩm) khác cũng tự tin ra rạp tết vì năm nay đã chứng tỏ TT ko phải là bất bại.",2
,
,
,
,
,
,
,
,
,
,
,
,
phim nay chỉ đáng 5/10 tiết tấu nhanh ồn ào. ko động lại xíu nào,2
,
,
,
,
,
ngồi coi phim mà thằng kế bên hỏi sao anh ko có cảm xúc gì hết z =]],2
"Dưa Leo review phim rất dở,  tôi vừa đi xem phim này (bộ tứ báo thủ) và thấy phim hay, diễn xuất khá, tình tiết ổn, là bộ phim không phí tiền vé.",4
,
,
"hồi coi Mai thì có bảo là sẽ cười banh nóc nhưng mọi người kỳ vọng nhiều , nên sẽ cảm thấy thất vọng vì 2/3 bộ phim toàn quay quanh cái tình cảm của 3 nhân vật trong phim và nó chưa đủ wow nên  mọi người cảm  thấy nó dở , mình thì xem với tiêu chí là giải trí nên mình coi bộ này không tệ nói chung tạm được không tiếc tiền bỏ ra",3
"Đơn giản là chưa nghĩ ra được câu chuyện đủ hay nhưng Tết đến đít rồi, buộc phải làm vội phim chiếu Tết. Ngay từ cái tên phim, dàn cast rồi poster là biết phim thị trường hài nhảm, nên mình ra rạp xem với tâm thế giải trí => Phim không tệ, đáp ứng đúng nhu cầu & mong đợi, chỉ là chưa đủ thấm đủ phê nặng đô như các phim trước 😊",3
,
,
,
,
Tui ko hiểu  sao DL lại nói  phim này  dỡ tui thấy  nó rất  hay cảnh  quay  đẹp  nhạc  cũng  hay luôn  ko biết có  phải  gu bạn  khác  hay ko nhưng  tui thấy  bộ  phim này  rất  hay .... hơn  phim đang  chiếu  gấp  nhiều  lần,5
"Tui có cảm giác TT với phim Mai đầu tư nhiều, thành công cũng nhiều, phá được quá nhiều kỷ lục, nhưng đổi lại danh hiệu, giải thưởng để được công nhận là 1 đạo diễn giỏi thì không có, làm cho TT như bị nản ấy, kiểu công sức bỏ ra mà chẳng được công nhận thì ai muốn làm nữa, giờ không còn làm để chấm điểm nữa, chỉ còn làm khoáng lấy tiền thôi :(",3
"nchung trai xinh gái đẹp, nội dung thì k bàn luận do k có gì để bàn :))), còn hài Trấn Thành thì các bạn bth xem hài Trấn Thành cười vui thì thẩm dc hài phim này",3
,
"Phim này coi phí tiền, mất thời gian",1
"Phim này không bằng các phim trước nhưng vẫn đạt trăm tỏi.Chỉ e rằng đạo diễn sẽ có suy nghĩ ""làm cỡ này là được rồi"".",2
,
thấy có LDBL là thấy dở r? nó chỉ diễn hài làm lố thôi,1
Tôi đã xem dở thật,1
"Ai nói gì nói, cảm nhận tui xem Thấy hay",4
Phim dở họ chê là đúng rồi,1
,
,
,
,
,
Phim dỡ mất thời gian xem..,1
"Theo quan điểm của cá nhân tôi: một người thật sự sâu sắc thì họ xem phim họ sẽ đặt  họ vào vị trí của nhân vật đó, để cảm nhận và thấu hiểu, và nếu như một đạo diễn tốt thì họ sẽ khai thác tâm lý chặt chẽ đúng với nhân vật trong kịch bản, chứ không nhất định giống y như ngoài đời 100%, bởi vì không ai giống ai hoàn toàn, cùng một mẹ còn khác nhau chứ nói gì ngoài xã hội. Tôi cảm nhận được rõ nét bộ phim này của TT về góc độ tâm lý chung của hai giai tầng trong xã hội: 1 là có đề cập trong phim đó là tư duy nhà quê và tư duy của giới thượng lưu. Nếu như một người không hiểu rõ hai khía cạnh này mà đánh giá thì tôi thấy hơi phiến diện. Bạn có sống và thật sự hiểu được tính cách thật sự của người trong 2 giới đó chưa? . Tiểu Vy và Quốc Anh theo tôi hiểu họ được ví như một hình tượng phổ quát đại diện cho hai giai tầng đó, chứ không nhất thiết mô tả tâm lý dựa theo tâm lý cá nhân, vai của Tiểu Vy và Quốc Anh là dựa trên tâm lý của xã hội!. Nói một cách tương đối thì không ai có đủ năng lực để đánh giá năng lực của người khác một cách chủ quan, nếu chỉ dựa trên nhận thức giới hạn của bản thân mà đánh giá và cho nó là đúng thì đó chính là áp đặt. Trân trọng",3
,
,
,
,
,
"thằng bảo lâm là thằng chợ búa, vợ chồng bán hàng giả còn côn đồ chửi khách hàng, kẻ đạo đức bại hoại sao mọi người xem phim nhỉ?",1
,
Nữ vai chính mặt đơ đơ ko có nét diễn nhìn chẳng lôi cuốn khi đóng phim.😅,2
"Trần Thành là người tôi yêu mến, nhưng phim mà có Lê Dương Bảo Lâm là thuộc phim tào lao , diễn xuất hài của LDBL là hài vô duyên nhất .",1
"Mình thấy phim TT lúc nào cũng có Lê Giang, LDBL, e của TT.. Thật sự bị nhàm.",1
,
,
"Hài nhảm, ồn ào, lộn xộn thua cả phim rác. Đi xem phí tiền thật sự. Nam nữ 9 diễn bị nhạt dã man, đa số người xem đều bỏ về giữa chừng. Mình ráng ngồi xem hết để coi thử có gì đột biến không nhưng phim quá tệ.",1
"thiệt ra mình khó hiểu, 3 phim trc của TT thì khá thành công, nhưng phim lần này thì fail lòi ? liệu 3 phim trc có phải của TT ko hay có ng viết hộ ? nếu TT thật sự làm 3 phim bom tấn trc thì sao phim này xem như 1 ng khác, phim như webdrama chiếu rạp",1
"Phim hài nhảm nhí, phim tình cảm nhạt nhẽo, phim quá chán thua phim Mai",1
,
,
,
"Xem phim xong rồi về mình mới xem lại review btbt, phim ok hài hước hay ko tệ như trên mạng review xem vui vẻ trong mấy ngày tết ok nha",3
,
,
,
"Nhiều cái khá vô lý. Nữ chính là dân miền biển lại mồ côi cha mẹ mà thế quái nào lại là bánh bèo vô dụng chính hiệu, tiểu thư k làm dc tích sự gì. Rồi nữ phản diện lại bị bắt vì tình nghi liên quan đến ""đường dây hành hung người"" 🤣🤣🤣. Đó giờ nghe đường dây buôn ma túy, buôn vũ khí, buôn người, lừa đảo quốc tế,... mới lần đầu nghe đường dây hành hung người luôn",2
có một điều là bộ 4 báo thủ rất ít những video trên tiktok kiểu video về câu nói nào đó như mọi năm của phim trấn thành thì năm nay hầu như không có luôn ấy,2
,
"Review bản thân: vui 7/10, bối cảnh 8/10, cách quay dựng 9/10, ý nghĩa 9/10( vì vô tình giống chuyện tình của em vcl ra :)))))) ), thú vị 6.5/10. Tổng thể đối với mình vẫn hơn ""phim youtube"" chỉ là không có xuất sắc như những thành công trc. Tết có cái coi cũng ok",3
"Chết, lần đầu coi phim của Trấn Thành thấy phim này hay mới ghê :)))))) chắc do mấy phim trước thấy có vẻ không phải gu mình :v Chắc mình dễ tính, thấy rạp mình xem khá đông, cười nhiều. Bữa mùng 5 rạp Mega GS Lý Chính Thắng suất 8h tối",4
"Đồng ý không hay như phim Mai năm rồi nhưng mình vẫn coi vì BTBT hài hước và vui vẻ, coi giải trí cũng oke. Giờ chờ coi Lật mặt 8 vì có Lê Tuấn Khang 😂",3
,
,
,
Mình xem rồi. Kỳ vọng nhiều lắm. Vì thích film a Thành làm lắm. Nhưng. Nó ồn ào. Câu chuyện nó không có gì để lưu tâm. Này giống 1 vở diễn hài dài hơi hơn là điện ảnh. Mà chị Giang bả làm thấy ghê luôn. 😅,2
,
,
,
"Tui là muốn bình luận lâu lắm rồi. Ổng Trấn Thành bảo bị xúc phạm vì những bình luận chê bai, ủa chứ tui là khán giả, đi xem hay thì khen, dở thì tui chê, chứ mắc gì không cho người ta chê. Hãy tự hỏi vì sao mọi người lại chê để hoàn thiện hơn cho những tác phẩm sau, thậm chí phải cảm ơn lời chê đó chứ. Làm phim lời mấy trăm tỷ là nhờ ai. Trấn Thành rất thông minh ở khâu truyền thông nên dù chê hay không chê cũng là lượng tương tác lớn, suất chiếu vẫn nhiều hơn các phim khác. Các kiểu của Trấn Thành đúng không ưa, mà có khi chiêu trò của ổng, làm phim thì phải chấp nhận chuyện khen, chê chứ.  Năm sau để khỏi chê thì làm phim hay vào, đầu tư cho có chiều sâu.",1
Khá nhẹ nhàng - so với mai thì k thể bằng - giải trí vẫn ok chủ yêu ủng hộ bạn Thành,3
,
Sao phim dở mà anh ko chê thẳng trên tiêu đề và banner video vậy anh 😂,2
,
,
,
"Kết còn hơi xàm nữa, Karen được biết là 1 nữ doanh nhân cũng có ít quyền lực trong tay, chỉ vì 1 vụ ẩu đã mà phải đi tù? Mình nghĩ đối với mấy ng có tiền có quyền, vụ ẩu đả thì chỉ là chuyện nhỏ thôi chứ chả phải chuyện lớn gì, Karen đang ngầu lòi mà kết lãng xẹt xàm ngang, cũng kh khai thác đc nhiều về nhân vật phản diện này",1
"TT năm nay chạy show dày đặc qá, và chắc cũng ko muốn làm phim nặng nhiều về tâm lý nữa. Đơn thuần chỉ muốn làm hài dành cho đối tượng khán giả trẻ thôi. Nếu đúng vs mục đích trên thì là 1 bộ phim thành công rồi chứ.",4
,
,
,
,
"Bỏ tiền xem phim mà trong phim còn lồng vô quảng cáo cho một ngân hàng nào đó, khó chịu vô cùng",2
,
,
,
,
"phim hài mà đi so sánh với thể loại phim tình cảm, thực trạng xã hội thì ko đúng. Với trước đây TT từng nói là làm phim cho gia đình đi xem dịp tết đc vui vẻ, cưới thoải mái. Nên việc Dưa Leo đi so sánh với 3 phim kia thì ko đúng, ai mà Voi lại đi so sánh với Gà, so sánh thì phải cùng hệ quy chiếu mới đúng.😢",3
,
,
,
,
,
,
Phim nó dở gần chết hài ồn ào xàm xàm rồi la hét um sùm ko cười nổi,
,
,
,
,
,
"Phim ko hay, nhưng vui là đc. Tết mà! DL nói đúng quá. Ghi nhận DL dũng cảm hay khen dở chê. Ko sợ TT. Mà dù TT bao rạp thì 50% doanh thu trả cho rạp, trù chi phí làm ohi 50 tỷ, chi phí QC và PR thì thu lại cũng ko nhiều.",2
,
Tôi cũng thất vọng khi xem phim này của TT,2
,
,
"Mình coi hôm M2 , thiệt ko thấy hay chổ nào , rất vô duyên cười như bị chọc léc ,",1
,
,
,
,
,
,
,
,
"Lâu lâu cũng nên làm bộ phim dở xíu...làm hay quá, xuất sắc quá dễ bị các đoàn phim khác đố kỵ, ghen ghét hơn...nói chung một bước lùi khiêm tốn để đi được xa hơn",2
,
,
,
,
,
,
Phim hay phim dở là chuyện bình thường còn người xem họ bỏ tiền mua vé xem phim họ có quyền khen hay ngược lại là chê.Nhưng đối với thằng hài ưa đạo lý cùng đám ekip không cho người xem chê là sao hay xưa một thằng ngáo quyền lực giờ là cả đám ngáo luôn hay sao,1
,
"Vừa đi coi hôm tết vì các bài đăng ca tụng phim lên trời mây, mình dắt cả gia đình đi xem và tự hoá mình thành tội nhân của cả gia đình, mất tiền, mất thời gian, chán đến nổi chỉ thấy mọi người bấm điện thoại chờ kết phim để đi về.",1
,
,
"Phim hay diễn viên đẹp, quá ổn",3
,
